id,text,label
127,que raro que tras esos trágicos sucesos no me siento ni poquito triste mi súper atlismo esta que arde,0
128,yo triste y tú cómo si nada hubiera pasado,0
129,porque no hay cosa que me de más alegria que me digas y no hay cosa que me ponga más triste que no estés acostada en mis piernas,0
130,he tenido que cambiar de grupo de bachata porque no me da tiempo a ir al mío con mi nuevo trabajo y estoy triste porque me encantaba mi grupito pero ilusionada por si el nuevo es también y absolutamente acojonada de que no me dé tiempo a llegar a yoga tampoco,0
131,le pedí a mi hermana que llame un taxi para ir a dormir porque yo estaba triste nos subimos y lo pidió al baile,0
132,me siento triste por eso hay algunos cambios que en vez de hacerme feliz me dejan infeliz,1
133,que triste papel el del presidente boric quiere mostrarse como lo que no es lamentablemente el sentimiento antijudio le sale por los poros pobre tipo,0
134,santander contra sí misma una historia triste del patrimonio,0
135,no le gusta ser la cuchara pequeña estoy tan triste,0
136,he estado triste estos días y este episodio fue más triste aún,1
137,hoy es un día triste,1
138,necesitas seguidores para ser feliz tiene que ser triste tu vida estas triste no estes triste,0
139,lo triste doctor uribe es la pérdida del sentido común en nuestra sociedad que cree que un exterrorista puede gobernar este país,0
140,la verdad dany a veces tiene razón algunas veces si ando como triste en el recreo,1
141,que triste explicar lo mal que estás a una persona que amas mucho llegué al límite de mi vida hoy si tengo la mente cansada y sólo necesito qué esté todo bien,1
142,toy triste porque españa siempre gana to no te preocupes no va contigo,0
143,estoy en la etapa donde no hablo con nadie no puedo dormir bien y estoy triste todo el tiempo,1
144,ojo cuidado que yo siempre fui de los que pensaba que al final salía volando para reunirse con su verdadera familia en los cielo lo acabo de escribir y me he dado cuenta de que es aún más triste,1
145,es triste por que siempre estaré enamorada de ti,0
146,joder con razón está así de triste tu cuenta,0
147,es tan triste saber que es posible,0
148,creo que hay chisme en la calle pero no tengo vista a la calle estoy muy triste,0
149,amigos de siempre amigos de la música y estábamos juntos cuando nos enteramos de tu viaje amigo rubén zorrito nasello cuanta historias y anécdotas llegaron luego de la triste noticia,0
150,lo voy a decir una sola vez triste lo ocurrido pero fiona ha destapado lo que se veia pero lo negaban por pillos asignan fondos federales y para que donde estan esos dineros en manos de quien cayeron aqui no hubo construccion sino saqueo y vino fiona destapo la cloaca,0
151,que triste debe ser que el equipo de uno juegue un supuesto clásico con un equipo como aragua no se cual es peor si ser de uno o del otro,0
152,que triste que alguien a quien apreciabas mucho hable a tus espaldas,0
153,si no animan esto me voy a poner extremadamente triste,1
154,que triste y que poco dice de ella tener que recurrir a eso,0
155,tengo una lista tan buena para estar triste,1
156,lo triste que hasta que a una mujer de su entorno no le pasé no va a ser consciente de las cagadas que hay con la violencia machista con viogen protocolos y seguridad que no se cumple pero su amigo es un trozo de pan solo pega palizas a tíos y se pone de vez en cuando,0
157,lo que necesita el país es q no exista gente con ese nivel de odio y resentimiento como el que tienes tú estás enferma de odio eres una triste mujercita,0
158,que triste hasta donde ha llegado,0
159,el triste final de whitney houston la voz magistral que sucumbió al consumo de drogas,0
160,volví del boliche muy triste,1
161,literal que como no venga a casa me voy a poner muy triste,0
162,el mercado de segunda mano subió bastante sobre todo en el nicho de coches de entusiastas por la especulación y en general por la subida del mercado de nuevos es una mierda yo tiraré de los coches de mis padres cuando necesite y ya me pone muy triste pero no hay otra,0
163,yo no estoy triste estoy feliz porque ahora mis hijos nietos y yo estamos más seguros al caminar por las calles vamos por el rumbo correcto,0
164,ya no quiero enamorarme de niños que solo me hacen sentir triste creo que es momento de enfocarme en mi,0
165,es triste sentirse un idiota por hacer las cosas bien que país de mierda,1
166,recuerdo cuando de niño me sentia triste le decia a mi mamá que me dolia el corazón y ella me decía que el corazón no puede doler sigo pensando en lo equivocada que estaba,1
167,no se qué me parece más triste si este o algunos de los citados,0
168,mi pregunta es tan patético eres que te tienes que ir a una cuenta del atlético a dar por culo a presumir de hazañas de tu club como si fuesen tuyas cuando lo que eres es un fracasado que vida más triste compañero,0
169,que triste que sucedan estas cosas,0
170,seso pero en tono triste,0
171,han quemado el arbol de la noche triste luego que porque le va mal a mexico en fin,0
172,la verdad es que creo que la broma esta de odiar a francia y los franceses se nos está yendo un poco de las manos y ya no tiene gracia eso es lo que diría si algún día me secuestran viva españa joder otro día más agradeciendo a los pirineos que triste debe ser nacer francés,0
173,me siento tan triste y actuó tan feliz no quiero hablar con nadie ni descargarme pero entro a tw y siento que es un borrador de notas para largar todo una amiga no quiere vivir más mis viejos están separandose después de años juntos y yo ya nose como salir adelante,1
174,ayuda ya me puse triste otra vez,1
175,este puerco estupido no hará nada es otro ladrón investigado lavado de activo seria triste que este idiota en una de todo sea premiado para seguir robando,0
176,qué triste noticia alicia era genial,0
177,y precisamente por estas cosas deje de jugar también es normal que nos alcance el calor de una war y hay quienes si y quiénes no controlamos ese calor y siempre se nos va a salir decir algo es triste que eso pase lamento leer esto un saludo,0
178,la verdad a veces me pone triste que me digan que la única persona que siento que me da paz me esta haciendo daño pero de alguna manera lo sé yo también supongo,1
179,es un día triste para mi pero uno muy alegre para la fauna local,1
180,quiero estar triste en italia,0
181,es viejo y por qué sale ahora dónde puedo verlo estoy muy triste,1
182,feliz porque cambie eso de mi y triste porque ya no se lo puedo demostrar a nadie,1
183,que triste debe ser su vida de verdad tu ni caso,0
184,igual me tengo que calmar parezco un desesperado cuantas veces estuviste triste por promesas,0
185,depende por qué estés triste también me,0
186,mi vídeo favorito estoy triste,1
187,información triste ya no soy el mismo,1
188,es triste de emparanoiar pero más triste es de robar,1
189,viajó gracias a la unión sovietica por propios medios cubanos sería imposible hazme el favor otro capítulo político en nuestra triste historia ridículo,0
190,eres un macarra un triste tolai sin alma que no lo quieren en ningún lado eres un adefesio encima eres feisimo,0
191,psicológica mente triste físicamente cansada y emocionalmente confusa,1
192,que triste me siento,1
193,y se me olvido que estaba muy triste porque me dejaste,1
194,el algún día va llegar alguien es el equivalente a decirle a una persona deprimida no estés triste eso no ayuda nada,0
195,buenos días que triste como entre colegas se atacan mutuamente lo de mauricio israel anoche en circulo central en referirse en términos personales a manuel de tezanos es inaceptable y penoso tiene machas oscuras en su hoja de vida,0
196,tú sabes lo que yo hago cuando estoy triste escucho un verano sin ti,0
197,amigos ayer pasó algo muy triste había una niña que estaba atrás y como no alcanzaba a ver ni las pantallas la mamá le grababa para que pudiera ver,0
198,van a sufrir tanto y lo triste es el pueblo que elige a sus representantes que se equivocaron mal,0
199,está tan falopeada que dice cualquier cosa que triste llegar a esa edad y ser tan idiota y vendida,0
200,triste darme cuenta que hasta para lo que me gusta soy pendeja,1
201,aquí viendo todo el protocolo del entierro de la reina isabel y como cosa rara que no he visto a la princesa kayra harding entre los invitados es bien triste saber que en ningún lado la quieren,0
202,cuando estoy triste pongo cada cosaa que despues me arrepiento mismos sintomas que estar empedo,0
203,triste y dificil situación ojalá rodo pase pronto,1
204,triste ignorancia así nos va en todos los sentidos,0
205,no es que esté triste carajo es que me acuerdo,0
206,dejate de mamadas de estoy triste a los culos no les hacen corridos de mi para mí,0
207,si joana está triste yo estoy triste,0
208,hace dos días que no duermo me conozco tanto que me da miedo todo lo que viene y lo más triste de esto es que mientras yo la estoy pasando mal los causantes se cagan de risa,1
209,cal nunca fui triste,0
210,y de paso que le vaya a dar unas cuantas reproducciones al video de su favorita ya que realmente lo necesita triste el caso de ellos,0
211,tengo que admitir que ultimamente puede que no este tan triste pero hay algo que me llama la atencion contra todo pronostico mis viernes suele ser el dia peor animicamente hablando es por el cambio es por ser el día mas lejano a proxima aparicion,1
212,triste sería practicar la película de mulan cuando hay derrumbe de nieve pero se va con todo y caballo con la corriente de agua,0
213,ayer triste hoy feliz ojala mañana nos regale boletos para de puebla y ya nos lancé su música nueva,0
214,miami me regaló este espectáculo el día de ayer y con todo lo que está pasando en mi vida luego de un día lluvioso y bastante triste confirmo que después de la tormenta siempre nos espera un escenario maravilloso,0
215,yo he estado alejada de redes estos días y seguiré igual pero que asco que aun haya gente que vea con pensamientos homofóbicos que son imbeciles o la vida aun no les da un cerebro estoy triste por sus madres que perdieron el tiempo creando sus cuerpos que escriben,0
216,saben que es triste amigos que en el puente estuviste proyectando un asunto y llegues el lunes y te digan que lo escogieron para la remesa del auxiliar,0
217,muy triste el hermano de duque por no poder viajar,0
218,para indignarse hay que pensar que te pongan un chip y repitan como tontos un versito que ni ustedes se creen eso es triste no les da ni para pensar indignarse o razonar secta de babosos,0
219,estoy triste porque no me saqué fotos con el vestuario de lola,0
220,sería la más feliz o la más triste del mundo,0
221,ayer los gemulos digo los gemelos borrachísimos sabrán sus flacas que estuvieron melosos con otras dos chicas uno hasta le levantó el vestido y le tocó el trasero el otro es papá y hace poquito nomás dio a luz su novia triste,0
222,pobre boric ya da lastimas el y sus cada vez más escasos ya defensores triste final de le augura,0
223,estoy tan triste unas ganas de irme a casa a llorar,1
224,y eso qué tiene que ver con que la otra foto sea un montaje un poquito de comprensión lectora antes de contestar a mi me la trae al pairo lo que hagan pero twittear fotos falsas para tener me gusta es muy triste,0
225,qué triste ojalá pueda sobrevivir sin su mamá,0
226,pero sabes lo que pasó si no pues no entiendo por qué estás triste que tal que sean infelices desde hace mucho que vivian pero juntos pero que no se separaban por el miedo al vivir solos se cree que el fin de una relación es triste pero en muchos casos es un alivio también,0
227,debe ser triste cumplir un protocolo con los que más odias con pacos y milicos,0
228,llevé a mi amiga a tomar un café para que no esté triste y se pidió una lágrima,0
229,axel solo trasmites odio cívico la presidencia los carabineros y los profesores se respetan aunque no nos gusten el país no tolera más odiosidad ya paso desde sabes perfectamente que no somos argentina acá cuando un gobernante no termina es lamentable y triste,0
230,que les veo con cara triste y todos y los pobres se merecen algo mejor que el nuevo dueño que tienen,0
231,hoy es el dia mas triste de mi vida no veo las horas de que se acabe toda esta pesadilla,1
232,no es bueno estar siempre triste y no decir lo que sientes tu cuerpo llora por dentro y enfermas,0
233,no se puede razonar con quien no quiere triste pero es así,0
234,que triste saberlo parecería que quienes diseñan los sistemas de servicio al cliente nunca se ponen en el lugar del cliente abrazos,0
235,no estés triste bonita anímate buen dia,0
236,es un día muy triste,1
237,en verdad me puso muy triste verlos,1
238,por qué nadie habla de lo cansado que es tener que ser bonita amable y adorable todo el tiempo estoy enojada estoy triste y no quiero ser tolerante ni comprensiva quiero poder externar lo que siento sin que se sientan atacados porque yo no soy así sorpresa si soy así,1
239,me robaron los retrovisores del carro ando triste,0
240,no que triste hombre,0
241,el resentimiento hecho tweet como le jode que su moralidad superior no le sirve ni para ser lider de cuyes de tómbola es la triste realidad de los izquierdistas viven engañados que tan solo por estudiar el éxito les tiene que sonreir por su cobardía aborrecen al empresario,0
242,está bien triste que no puedo contarle cosas a quien siempre me acompaño en el proceso,1
243,o igual es que simplemente estoy triste,1
244,que triste el saber que se mete una señora con él en la cama única y exclusivamente por su dinero,0
245,es triste que la gente esté contigo por conveniencia,0
246,estoy triste porq no fuiste,0
247,vives del engaño y las falacias gente como tu tienen el país jodio triste tu vida que te ocultas tras la bandera traidor,0
248,hoy estaba triste pero pensé en tu hermana y se me pasó,0
249,dame el dato donde te depilas las cejas pobre y triste,0
250,si me hice delineado pero solo para verme bonita por que triste si estoy,0
251,este día me pone triste y nerviosa,0
252,tú sabes que yo hago cuando estoy triste escucho a bad bunny,0
253,pero es tan triste esa guerra de odio,0
254,ves mi carita triste no pues eso,0
255,si estas triste uno menos si estas feliz uno mas,0
256,nada estoy realmente muy triste,1
257,es realmente la hinchada más triste y amarga del país,0
258,no estés triste de lo malo algo aprendiste,0
259,yo inactivo por el colegio y me dan todos unos yo triste,0
260,la escena más triste jamás creada en el anime,0
261,si ahora si bien triste e indignado porque no te hablo pero y tu grosería qué,0
262,acabo de ver en facebook que se murió gollo el de la panadería del cocal estoy demasiado triste cuántas salvadas con ese pancito en las noches,0
263,estoy al borde del colapso le he tirado ficha a la tia mas jodidamente fea que he visto en mi miserable vida menudo ser del averno necesito meter mi triste polla en un sucio coño de mierda o acabare en el hoyo como la basura masonica de isabel,0
264,como no me gusta lo que leo bloqueo es así que poca tolerancia hacia el que piensa diferente luego el fascista y totalitarista es el otro verdad sin diálogo no se avanza y para que haya diálogo debe haber tolerancia y lo más triste es que twitter está lleno de gente así,0
265,o dios amigo solo te escuche porque estabas triste no dependas emocionalmente de mi,0
266,la triste conmemoración del día del trabajo no creo que haya acontecido por lo que mencionas o si,0
267,esto lo confirma las filtraciones son reales a pesar de mi emoción también es triste que se filtren cosas siempre grande espero con ansias el nuevo,0
268,más triste que tres tristes juntos,1
269,es increíble yo me vine de bogotá hace años voy a menudo pero no han cambiado las cosas que tristeza y peor aún que vergüenza como dicen aquí entre más cambian las cosas más siguen igual muy triste,0
270,estoy triste porque se acabó la ovolmaltina en farmatodo,0
271,hay un video de los corgis despidiendo a la reina isabel no puede ser que triste quien los va a cuidar me ofrezco,0
272,lo más triste es ver el santísimo en capillas de adoración con una sola persona allí si en verdad creyeran que jesús está ahí tendría que estar lleno de católicos,0
273,lo triste es que vuestra aficion de nazis cante cosas racistas y vuestros jugadores negros no salgan a decir algo en algo que les repercute tambien a ellos eso es lo que sois unos cagones sin cojones de hablar cosas claras comed mierda que es a lo q estáis acostumbrados acomplejados,0
274,nadie quiere llamar tu atención sanguchito eres un boludito triste que se hace el canchero desde el anonimato,0
275,un grupo de alumnos de y de eso ha comenzado su inmersión lingüística en ramsgate ahora toca conocer a las familias y trasmitirles nuestras condolencias en este día triste para inglaterra que despide a,0
276,daría risa si no fuera tan triste su grado de impericia e ineptitud pobre méxico solidaridad con ucrania,0
277,triste es saber que dormir es lo único que te hace sentir mejor y no pensar en nada,1
278,triste que este año no tendré otra anécdota de temblor que contarle a navier,0
279,yo todo lo contrario lo super entiendo porque mi perrita sufre también de ansiedad es triste verlas así,1
280,triste enojada frustrada y todos los sinónimos de esas palabras,1
281,unas donas me van a quitar lo triste,1
282,triste me voy yo cande que pensás que te explico que ese es intendente de,0
283,es que ya ni se esfuerza que triste,0
284,estoy triste y caliente,0
285,agradecida porque mis hijos no están ahí pero triste por los míos que sí,0
286,si me entero que alguien de mí círculo cercano está pasando un mal momento o triste por algo trato de hacer lo posible para que se sienta mejor es horrible estar triste o pasar por situaciones que te llevan a tener ansiedad o ataques de pánico,1
287,lo que hace el poder de las empresas bastante triste,0
288,excelente caricatura de la triste realidad bien gráfica bien definida,0
289,que triste son los editores cometere suicidio,1
290,a mí me parece súper triste estas cosas no pasan en otros países porque hay regulación en las leyes de armas,0
291,una caja feliz pero está triste,0
292,el chato va a ganar en su tiempo como alcalde en trujillo todo estaba ordenado no me caerá y se sabe que es terrible pendejo pero si mantenía ordenado todo eso lo hará ganar es una realidad triste,0
293,triste historia y triste ser humano rejo y mas rejo idiosincracia,0
294,estoy triste quiero llorar y ahogarme en mis lágrimas,1
295,estoy triste sensible mí abuelo y me aparecen videos muy tristes de abuelos ya me puedo rajar un tiro,1
296,ya me puse más triste la verdad,1
297,que triste esa gente que con veintipico de años no supera la secundaria no hay nada mas interesante en tu vida,0
298,que ordinariez y que triste la vida de esas personas,0
299,hoy no te vi emolio estuve muy triste por eso,1
300,yo paso de estar lo mas rayado y triste a estar modo hay que ser feliz de un día para otro y no se como sentirme después es una sensación muy incómodo ojala estabilidad,1
301,estoy triste pero al menos estoy triste en canadá,1
302,ya no quiero estar triste solo quiero comer un choripan,1
303,me iba a poner triste de solo irme pensando en que ya pasó casi todo un año y no hice nada pero hice mas de lo que pensé probablemente no hice mis metas exactas,1
304,buenas tardes nuevamente a través de sus medios pido ayuda para difundir que otra vez no hay medicamento traztuzumab en seguro san josé es muy triste que se nos apague la vida por interrumpir los tratamientos de quimios,0
305,tenía la misma duda pero viendo la hora no creo que haga cosa que se entiende porque debe estar cansado del viaje me pone triste pero ni modo todo para que el patrón este bien corazón coreano,0
306,a él le gustan las morochas y a mi me gusta el que triste,0
307,lo triste es el espacio que le damos a estos descerebrados,0
308,si tenes razón es la triste realidad del pais pero no se soluciona nada con tratarles de inútiles a todo el mundo sino educando y capacitando,0
309,por eso lo he dicho tú tienes una cosa que te dice se siente triste y me abres en plan estas troste y yo no y tu segura y yo no,0
310,hice una de las cosas que hago cuando estoy de mal humor o triste comprarme unas papas e ir comiendolas en la calle,1
311,hermano mi ano esta triste creo o porque no puedo cagar hace como una semana,0
312,te ves con el otro porque conmigo sabes que la cagaste que triste,0
313,triste y a lo mejor exagerado el trato pero para que se pone hablar mierda en un programa de televisión,0
314,no me ha gustado el final pero se va a la de todas formas porque me ha hecho sufrir este era b ahora voy a empezar un muy triste también sacado de la misma fuente porque la muchacha es igual de masoca que yo,0
315,lo más triste del día la reacción de los familiares y amigos de las víctimas del colegio rebsamen el sismo inició mientras ellos estaban colocando ofrendas afuera de las ruinas del inmueble,0
316,que triste me puso encontrar esos videos,1
317,las referencias en las letras iban mucho más a fondo había lectura detrás de cada verso y se pintaba un mundo desolado triste y violento como el que vivimos esto se evidencia en canciones como llovía,0
318,ex ministro ruiz eso es apenas el reflejo de que este gobierno nombra personajes con escasa experiencia en los asuntos que deben manejar y las personas que como usted lo han hecho de forma excepcional los dejan afuera para que no se note la mala gestión de los nombrados triste,0
319,me siento triste a tal punto que no he almorzado no quiero hacer ejercicio pero estoy haciendo y quería seguir durmiendo para no levantarme en esta realidad tan caótica,1
320,verdaderamente odio la clase de pato y eso es triste,0
321,otra vez triste no se porque no me muero de una vez,1
322,y que se gana con que los generales pongan esa cara si igualito se lo van a tener que calar apuesto el  de que jamás volverá a salir de ese ejército un triboliado como pinochet así de sencillo y así de fácil a todos esos militares les faltan esferas triste por chile,0
323,muy triste la vida de andrea tome magnesio ayuda en muchos casos,0
324,yo solo digo pobre gente que se arriesga por dar un mejor porvenir a su familia muy triste la migración,0
325,amigos del twitter ayúdenme a llegar a los seguidores el seguir es gratis anda anímate amigo si no me agregan estaré triste no mentira todo bien que dios te brinde todo lo que tú corazón anhela éxitos,0
