id,text,label
507,el me hace comidita para llevarme al trabajo agradecimientos especiales a el por no dejarme morir de hambre,0
2665,estos dias que he estado viajando me siento feliz sin mi familia molestandome la vida y supongo que ellas estan mejor,0
2578,he tenido una duda gramatical aparentemente tan grande que no me ha sabido responder me siento desamparada por el español,0
2692,no sé pq siento que esto va en decadencia y me duele,0
2851,es una opinión personal la verdad es que yo también estaría alegre de recibir un computador,0
590,los fans de anime no deberían opinar de cosas que no sean de anime de hecho tampoco deberían opinar sobre anime deberían morir lenta y dolorosamente,0
2530,son puro mito pero se supone que te blanquean aún así no entiendo porqué tanto alboroto con blanquearse la piel yo me siento bien siendo menos blanco y de hecho en europa suele ser el estándar de belleza,0
440,porque deje todo para lo último me quiero morir,0
522,amor es morir de calor y aún así querer abrazarle,0
398,dormir es como la prueba gratis de morir,0
1076,yo no estoy cansado de ver tetas repito no estoy cansado de ver tetas,0
699,que no quiero morir de viejo,0
1028,te odio gripa que no me deja disfrutar las comiditas que me gustan,0
1834,si te olvido me devora la tristeza aceptar que no regresas será ponerle fin a la pasión y conformarme con tu adiós,0
282,triste me voy yo cande que pensás que te explico que ese es intendente de,0
776,yo lo odio con todo mi ser,0
605,cumplí mi misión en esta vida de enseñarle las canciones a mi hermana puedo morir en paz,0
2276,hoy hay historia la alegría de mi día,0
2463,te quiero manipular no me siento bien cree que te generará lástima tania y hará que regreses pero no es así pobre iluso,0
1094,vuelve a la casa y se choca con el padre que cansado de que a su hijo lo caguen a piñas le rompe todo el arsenal que tenía en la cochera desesperado va en busca de su amigo negro que le encuentra lugar para sus petates marciales,0
2601,ya me aburre la monotonía pero cuando llegan esos dias me siento como hacia mucho que no me sentia asi y me encanta no se que me renta mas,0
73,triste porque me van a coger los exámenes y no tú,0
899,por eso odio agarrar confianza,0
1953,comenzó el frío y tengo la excusa perfecta para tomarme cuantas bebidas calientes se me antoje feliz por eso,0
913,que increíble el odio resentimiento envidia y mala energia que sale de estos supuestos patriotas hacia el presidente de nuestro país que fue elegido con una abrumadora mayoría sobre el candidato que ellos querían son tan y tan malos perdedores estos diestritos,0
444,ruidos en mi techo a las gente me voy a morir de un paro cardiaco,0
2933,tengo claro que tiene vidrio de protección eso no impide que me alegre de la decisión de las autoridades y que ese par de vándalos vaya a la cárcel,0
2733,estoy muy orgulloso de todo lo que he logrado cambiar en mi cuerpo me siento mucho más seguro de mi mismo,0
2919,últimamente me saludan mucho personas que van en coche y de verdad nunca sé quien es pero yo saludo muy alegre como si supiera,0
290,a mí me parece súper triste estas cosas no pasan en otros países porque hay regulación en las leyes de armas,0
2798,estoy parado en el medio de la vida y aquí yo me siento muy bien,0
1302,ayer cuando regrese de la oficina estaba tan cansado que medio comi y luego me quede profubdamente dormido que delicia descansar asi,0
401,al morir isabel muere una época daniel muñoz jefe de la carrera de relaciones internacionales de la habla en contracara con sobre por el,0
1355,siempre intento encarar los lunes con la mejor pero después de de cursado termino llorando de la angustia no falla,0
1288,ya estoy muy cansado de esta mierda hay que dar un escarmiento ejemplificador basta de palabritas cuando vamos miles a darles lo que merecen,0
2410,totalmente de acuerdo yo cuido el jardín de mi edificio y me siento el llanero solitario nadie me apoya de verdad ya no puedo con otra obligación el gobierno no debe deslindarse tiene a la gente y todos pagamos impuestos,0
2548,alguna página de bisutería para comprarme algún collar se me ha roto el mío y me siento completamente desnudo,0
2913,tengo amigas a las que nunca voy a llamar putas y otras a las que nunca voy a llamar mi amor,0
145,es triste por que siempre estaré enamorada de ti,0
1391,la verdad es que sólo siento angustia por mi futuro tristeza en mi presente y rechazo por mi pasado no hay nada que me ate a la vida tal cual la vivo pero tampoco tengo el valor para pararla por mi cuenta mis malas actitudes coexisten y se alimentan la una a la otra,0
783,me duele la garganta odio estár enfermo,0
2068,no puedo explicar lo feliz que me haces sentir eres una persona tan linda por dentro y fuera te mereces todo,0
2855,vi mi reflejo en el espejo pero no me vi no vi a la chica alegre y capaz de todo vi a una chica totalmente rota por sus actos y sus decisiones,0
672,mi profesor ha hablado de asimov puedo morir en paz,0
1764,que ojo no yo las dos veces que estado lo sabía sin ninguna duda eso que sientes embarazada un sabor de boca una angustia de madrugada que me venía que fue el síntoma claro las dos veces ahora todo sea que ulos haya pillado y me caduquen que angustia tengo,0
5,son infradotados es la triste realidad,0
2070,la publicidad creó y vendió ese monstruo a todo volumen para consumo de una sociedad descuadernada lema de la decadencia cultural de un mundo feliz,0
161,literal que como no venga a casa me voy a poner muy triste,0
2201,obvio no fue por eso ella no es así salió enojada por el empate le dolió no dar alegría a la gente que fue al estadio y ganar puntos,0
678,te vas a morir ya no lo diré,0
931,odio los temblores no hay cosa que me de más miedo,0
2041,no es mi burric como tú dices pero si algo me pone feliz es que te veré llorando en twitter por años y medio más,0
1456,graciass la verdad porque me va a entrar una depresión,0
1988,siempre te quiero tan feliz todos los días te amo mi vida,0
445,septiembre con s de morir,0
1015,pero ya lo borraron algo que odio de sus modos y que cualquier pelmazo pueda solicitar una eliminación sin argumentos,0
2837,me alegré ese mismo día me vuelven a marcar que pase para hablar con el coordinador y pues ahora me pagan un poco más está más cerca de mi casa y la verdad el ambiente es increíble,0
2179,decidi ser feliz dos dias en dibujo y ahora debo dos retratos y proyecciones de objetos,0
2445,me siento frustrada pero optimista,0
2780,me siento un poco inflamada,0
518,comencé el libro de discos que hay que escuchar antes de morir y este es el primero te amo muchito sinatra,0
212,triste sería practicar la película de mulan cuando hay derrumbe de nieve pero se va con todo y caballo con la corriente de agua,0
966,como odio a los varones uno me empieza a hablar por dios pegamos onda todo hablamos bastante se lo paso y tiene novia hace mas de un año asi son,0
1237,senador tiene todo mi apoyo creo que todos los ataques en contra suya lo han dejado muy cansado me gustaría obsequiarle un pasaje a las vegas nos ponemos de acuerdo con la fecha de salida y se lo mando la fecha de regreso esperamos a ver qué decide el juez,0
2107,no pienses en eso ahora déjame ser feliz,0
2369,me veo al espejo y siento que soy demasiado flaco y chiquito malditas redes,0
655,no se que onda conmigo a dónde iba me decían desaparecida en el trabajo en lo de mi amiga en mis abuelos onda estoy bien ah capaz me estoy por morir porque preguntaron mucho eso,0
2936,no se enamoran de mí porque no han visto la muchacha con la que vivo los días y me vuelvo alegre las semanas,0
81,me gustas tanto suspiro triste,0
13,la escena en la que no le dan el tostador a la tía may en spiderman es la escena más triste del cine,0
1987,me hace muy feliz y me da mucha paz,0
1626,se cancela la depresión por meses que necesito acabar el servicio social,0
1521,su polo a tierra que el merecía una persona como yo que porque el estaba con su traga yo era su traga todo inicio regio yo pasé por una crisis de depresión el fue muy lindo conmigo pero cuando ya se cuadro conmigo que me tenía ahí empezó a cambiar,0
228,llevé a mi amiga a tomar un café para que no esté triste y se pidió una lágrima,0
1505,me gustaría explicar que esto es literalmente me ayudo a salir de mi peor depresión y darle un giro drástico a mi vida,0
2539,me siento tan identificado con esta foto,0
197,amigos ayer pasó algo muy triste había una niña que estaba atrás y como no alcanzaba a ver ni las pantallas la mamá le grababa para que pudiera ver,0
985,odio con todo mi ser a las cucarachas,0
209,cal nunca fui triste,0
984,odio estar mala joder,0
2511,me hago valer más que tú y eso te jode lo siento,0
2908,que bueno ed me alegré para ti,0
2513,una pareja random en el tramo pidiéndome si pueden hacerle foto a mi maqueta me siento súper validada,0
1369,una sola persona que viva la angustia de no tener el medicamento necesario para seguir con vida o con buena calidad de vida debería ser más que suficiente para que nos indignen a todos los actos populista en el zócalo sea con o con quien sea,0
2639,y aún así siento que no fué un buen día siento que me lleva la chingada,0
1745,dejen de autodiagnosticarse ansiedad depresión solo los invisibilizan y tenerlos es realmente una mierda,0
2905,que alegre es trabajar con mi mami,0
480,en poco tiempo la propia tele tradicional se va a morir,0
1446,por todos aquellos que me empujaron a la depresión por todos aquellos que pasaron por encima mío al final me han destruido las personas que me han rodeado a lo largo de mi vida se robaron la ilusión que dilataba mis pupilas,0
2,el capítulo de la casa del dragón definitivamente me puso triste,0
1642,te lo digo con cariño acá no hablamos de fútbol ni profesionalismo hablamos de una persona que está enferma ya sea por adicciones o por depresión ojalá lo sepan y se sepa ayudar,0
1208,estaba tan cansado que no me acordé quw alba reche sacaba el y me he levantao con la sorpresa,0
2025,uno ya no puede estar depresivo mar quiero un novio que alguien me de bola no pido mucho sería feliz con eso yo de viernes a domingo nomas,0
309,por eso lo he dicho tú tienes una cosa que te dice se siente triste y me abres en plan estas troste y yo no y tu segura y yo no,0
2092,de verdad que yo quiero mucho a la machis estoy feliz de que estén en mi vida,0
2555,lo siento pero es que ya me jodería tipo no estado nunca ahí pero,0
1738,es obvio que esté en depresión se tiene que comer sus palabras cuando dijo que el era el mejor jugador del mundo le faltó al respeto al fútbol y ahora se lo está cobrando con tremendas críticas por quererse agrandar y no respaldar con los pies lo que alardeó con la boca,0
266,la triste conmemoración del día del trabajo no creo que haya acontecido por lo que mencionas o si,0
668,este no fue el que dejo morir miles de ancianos como no esta en la carcel ya,0
2355,lo siento yo realmente poco me interesa pero no hace falta hacerle grande el solito esta haciendo ver con sus actos que son todo una mentira solo van a su interés propio es decir nada personajes reales mienten y no me gusta simplemente es mi opinion,0
2002,estoy feliz vamos a sufrir con las actualizaciones,0
1739,que saben ustedes de la depresión que saben de algo que es totalmente íntimo nadie se puede poner en el lugar del otro y opinar nadie puede siquiera imaginar lo que una persona siente dentro suyo ni siquiera una persona que también lo está no pueden imaginar el dolor que,0
1224,yo que nunca duermo casualmente ayer llegué de la cujae tardísimo y super cansado aunque tengo un vago recuerdo de alguien gritando algo pero hoy por la mañana mi papa me paso el vídeo y todo,0
2277,toma ya la mejor alegría de la mañana el estreno de se alza con un espectadores enhorabuena,0
2710,me siento tan a gusto a si,0
990,odio navegar en el juego y en la vida real,0
1223,me tengo que meter con personas mas grandes para ganar mas ya no tengo mas que dar y estoy cansado,0
1518,ya cero depresión después rompimiento ahora si a chingarle a la vida,0
2593,simplemente me siento bien quiero dormir,0
2624,amiga perdoname cada que digo que no me gusta su música me siento mal,0
213,ayer triste hoy feliz ojala mañana nos regale boletos para de puebla y ya nos lancé su música nueva,0
1780,creo que ya sé el motivo de mi tristeza pero no sé si la solución a ello sea muy buena,0
2281,que dicha mujeron total,0
2836,siempre alegre con mis logros,0
283,es que ya ni se esfuerza que triste,0
278,triste que este año no tendré otra anécdota de temblor que contarle a navier,0
2499,querido diario me dió alergia muy severa me siento muy bien,0
1014,odio vivir en ciudad pequeña pueden creer que recién cuando fui al parque me encontré a compañeros de curso y ni andaban juntos,0
573,no mames la probabilidad que incluyeran esto en la lista de canciones era mínima estoy casi lista para morir en paz,0
2324,que dicha que te sientas así cariño me pone contento,0
261,si ahora si bien triste e indignado porque no te hablo pero y tu grosería qué,0
1382,entre la angustia y la esperanza,0
1693,llorona de san juan eres el vivo ejemplo de los que no se preparan esperas siempre que el gobierno te resuelva todos tus problemas tu depresión es tratable además con esa actitud vas a provocar suicidios en las semanas próximas podría venir otra maría no sea estorbo,0
1225,llegando de todo un día de brete cansado pero demasiado agradecido muy feliz por todo la verdad gracias gracias gracias,0
2627,basta me quiero quitar la perforación para hacer ejercicio ya van dos días y me siento mal en no hacer nada,0
2316,te quedo lindo dicha de quien pueda tocarlo,0
2613,no puedo expresar lo agotada que me siento,0
2046,si hay algo que amo tanto con todo mi corazón y que me hace tan feliz son mis sobrinos,0
1724,por ejemplo las personas que están pasando por un momento difícil llámese hospital depresión o algún problema legal,0
176,qué triste noticia alicia era genial,0
628,me hace mal dormir todos los días con mi marido un dia que no duermo con el me quiero morir,0
2422,puse un vídeo mostrando mis mil moretones en las piernas que me salen de la nada y me pusieron que es anemia que me haga ver me siento como cuando busco mi diagnóstico en google y me dice que tengo cáncer,0
184,igual me tengo que calmar parezco un desesperado cuantas veces estuviste triste por promesas,0
2775,me siento feliz porque he bajado mucho el consumo de pan que tenía literal muy rara vez en la semana como y suele ser un pan pita en el desayuno igual ese día hago ejercicio,0
314,no me ha gustado el final pero se va a la de todas formas porque me ha hecho sufrir este era b ahora voy a empezar un muy triste también sacado de la misma fuente porque la muchacha es igual de masoca que yo,0
2323,me das la dicha de ser tuyo tu para mi el caramelito que endulza mis sueños,0
2516,siento que nunca me habían querido de una manera tan linda como lo está haciendo el,0
2337,que dicha recibir mi cumple de esta manera con mis dos personas favoritas,0
2011,amén muchas gracias feliz lunes y semana,0
2803,me da pena porque siento que este manga no va a tener final feliz,0
1721,empezó a hablar de la depresión sobre centurión,0
1317,cansado y con hambre voy a desayunar ahora y tú cómo estás,0
2248,gracias querida madre por levantarme con tanta alegria,0
919,odio los temblores pinche pánico que siento,0
53,es triste esperar el fin de semana y no tener con quien salir pero al menos se descansa,0
2755,tengo que admitir que cuando me siento triste solo escucho  me siento mejor es que su voz me calma,0
1561,este chico está pasando una depresión terrible que no sea otro,0
1603,solicita congreso prevenir y atender la depresión y ansiedad en oaxaca,0
183,que triste debe ser su vida de verdad tu ni caso,0
1685,efecto en unas horas el efecto del tratamiento que ofrecemos es muy rápido no hay que esperar semanas para ver una evolución positiva en los pacientes tal como ocurre con el resto de fármacos actuales para combatir la depresión,0
1416,estoy a capitulos de terminar la serie y ya veo venir el vacío y la depresión,0
171,han quemado el arbol de la noche triste luego que porque le va mal a mexico en fin,0
2152,la verdad estoy muy orgullosa de tener como idolo desde y me pone más feliz que lo pongan a la moda de nuevo se lo merece por ser un actorazo,0
497,ya podemos morir tranquilos,0
1211,le dije tienes una cara de cansado mal a lo que respondió no sólo estoy tranquilo bien tranquilo a dos centímetros de mi cara,0
2666,no lo he contado pero me siento así,0
962,odio la sensación de mareo que queda después de que tiembla,0
2159,soy feliz cuando puedo tener una plática amena y larga con mi madre,0
2663,me cae muy bien la gente que le gusta comer y hablar de comer siento que podríamos hablar de comida por horas sólo comer y conversar,0
2704,un poco movido pero me siento raramente agradecida que bueno que hayas podido descansar mar,0
413,me voy a morir de amor amo a los perritos loco,0
641,no se supone que ye tenes que morir porque te gusta la matemática a nadie le gusta la matemática,0
968,espero que no me odies como me dijiste porque no estaba haciendo nada malo espero que me llames y espero que quieras escuchar mí versión algún día no quiero vivir con odio y tristeza entre nosotras,0
1598,el abrazo de mamá debería venir en la para tratamiento de primera línea contra pensamientos suicidas y depresión,0
120,que triste yo si te consideraba amiga,0
2852,estoy alegre por todas las personas que pudieron encontrar a sus perritos,0
1256,estoy cansado agotado destruido pero hoy amé muchísimo mi trabajo,0
2818,me siento contenta de siempre haber apoyado y defendido a hasta el final yo sabía que no era malvado en si y que sus impulsos eran por algo,0
2197,siempre leo alegría y nina sueltan mucho pelo yo creo que es eso besitos de perrito,0
2781,primera vez que me siento tan inseguro en tanto tiempo,0
2389,me siento tan cansada y apenas es lunes,0
2339,que dicha me quite un peso de encima no un peso no fue un estorbo,0
2358,me siento ofendida porque no me arrobaste a mi tambien,0
481,si me hubieran dicho que mis padres iban a morir hubiera pasado más momentos con ellos y les diría te amo,0
779,como odio estudiar,0
2514,ayer me estaba mueriendo del dolor de cintura y dije mañana llueve y esta lloviendo me siento bruja,0
850,con y sus malditas leyes empezó el odio la crispación y el enfrentamiento entre los españoles así que si te tranquiliza oír a ese sectario háztelo ver,0
2619,quisiera no tener que hablarle un día a mi papá diciéndole que no me siento bien,0
2413,cuando mi terapia pasa de las en un día de trabajo ya me siento como borracha al final,0
2167,me gustaria conseguir para mi hermano pequeño ya que le daria mucha ilusión obtener una de las mejores de todo el juego y además vendria siendo una de sus favoritas yo no la necesito solo quiero darsela a él para hacerlo feliz,0
2415,no entiendo un carajo sobre eso de gran hermano me siento rubia no conozco a nadie,0
2306,cuando hemos renunciado a nuestra dicha y nos contentamos con ver dichosos a los que nos rodean es quizás cuando comenzamos a serlo para ser feliz hacen falta dos cosas cerrar los ojos y abrir las manos da recibe,0
1027,odio vomitar todos los días dios,0
1033,me he leído otras páginas el personaje de me gusta porque ha entrado insultando y es todo lo que ha hecho hasta ahora no odio ni me cae mal pero sí llega a ser bastante desesperante coge los libros y métetelos por el culo chico,0
2502,dios estoy tratando de dormir hace como media hora y no puedo me pica la nariz siento todo eñ tiempp que voy a estornudar,0
2084,despues deje el previo para ser feliz,0
2432,me siento orgulloso de que por primera vez en mi vida hice una tarea de contabilidad completa yo solito,0
2769,no entiendo mada me siento bien mal pero te amo,0
2547,justamente porque me siento bien es que no te voy a contestar,0
250,si me hice delineado pero solo para verme bonita por que triste si estoy,0
2446,me siento egoísta no quisiera que dejes nada por mí,0
2386,siento que el nuevo álbum de  me va a gustar mucho estoy emocionado,0
2930,yo esperaba una alegre que la tengo con el anuncio de sl pero los lloros que estoy leyendo son enormes,0
528,muy tarde para morir joven,0
2116,que feliz seria si no existiera el impuesto a las compras,0
534,yo creí que nunca iba a poder superar a la persona que creía yo que amaba un montón y que si no lo tenía me iba a morir pero acá estoy.sufrí tanta mierda pase noches enteras llorando peleas con mis amigos y familia con ataques de ansiedad ataques de pánico y,0
2938,no saben lo alegre que me pone saber que  ha revivido y anunciado muchas cosas es de los primeros juegos que probé y me animo a saber más de videojuegos,0
34,esta clarísimo que ni uno es la excepción que triste,0
2417,siento que se me chingo mi riñón urge una cita al doctor,0
799,el discurso de las naciones unidas lo escribió francia marquez solo le faltó llorar todos me odian nadie me quiere llegó regañando a todo el mundo sudaba y escupía odio y resentimiento nos estan envenenado las maticas de coca y nos roban el carbón que tipo mas ridículo,0
357,qué triste ser ecuatoriano,0
1097,estoy muy enfermo yo preocupada que tiene los llevo saliendo tres noches seguidas esta es cansado gonorrea me asusto malparido deje descansar el cuerpo por eso es que pierde materias gonorrea,0
2572,me siento la traductora español inglés de mi amigo de trabajo porque no sabe español,0
610,tanto nadar para morir en la orilla,0
2293,hilo de mi fin de semana cumpleañero gracias a todos los que están y a los que no llego a los con más dicha que nunca agradecido de las personas en mi vida,0
989,basta odio instagram por qué todas las historias están llenas de niñas presumiendo sus flores,0
1084,regresando a la programación habitual hoy al fin retomé el ejercicio con natación me sentí algo cansado pero lo logré eso si patada de delfin y estilo de mariposa muero la técnica la tengo malísima,0
385,porque tan serio simuló una cara triste estirando sus labios con la ayuda de sus dedos,0
2124,hola linda luna para ti feliz y dulces sueños,0
1524,por eso están prohibidos por motivos políticos la disolución del ego es incompatible con el capitalismo desde las protestas contra la gente de vietnam el gobierno yankee ha perseguido su consumo aunque las evidencias de sus efectos positivos contra la depresión son abrumadoras,0
118,mi vida fue triste pobre y gris mientras vivía detrás del muro de la vergüenza camarada vine a españa con una mano delante y la otra detrás empecé desde el nivel bajo cero viendo cómo viven aquí los obreros como reyes ahora vete tú a vivir allá iluminado,0
738,el mes que viene cumplo años años amigo me quiero morir,0
2879,mueve la colita y pide a papá que le suba en brazos para recibirle con besitos está alegre por supuesto,0
1082,estás vainas del gobierno son las que dan arrechera ya el pueblo está cansado de tanta condolencia con los autores principales de todos esos hechos están buscando que el pueblo se altere en realidad y un pueblo arrecho no hay quien lo pare,0
2677,lo triste que me siento hoy,0
996,odio estar durmiéndome en clase,0
1713,pues no te digo nada cuando tienes ansiedad o depresión por ejemplo parece que tienes que estar todo el día llorando o metida en la cama si te ven paseando hay gente que piensa que vives muy bien y que  te vayas a currar verás cómo se te quita todo,0
2641,poco a poco ya me siento menos mal,0
2237,te deseo siempre una gran salud montones de amor y una vida llena de alegría eres especial para mi y realmente te amo y adoro desde el fondo de mi corazón espero que tu día termine de la mejor manera y ya estoy esperando a que llegue la hora de celebrar juntos,0
739,prefiero eso a morir en la carcel,0
943,yo cuando veo una ri que no es mi no son muy lindos moriria por ellos los odio son preciosos,0
2192,muy buenos días un anhelo bellísimo pues la memoria que se alimenta del amor es un bálsamo para el camino que tengáis un feliz día y que la fuerza que da el amor de jesús por el padre acompañe cada uno de vuestros presentes infinitas bendiciones,0
2139,salud por el primer años se escucha súper feliz y me poner muy feliz escucharlo así,0
2747,no es solo mi cara demacrada mama me siento muy mal,0
311,hermano mi ano esta triste creo o porque no puedo cagar hace como una semana,0
2630,yo siento que mi mamá de verdad me odia es que no es posible que siempre tenga algo hiriente que decir,0
716,imagínate que lo último que veas antes de morir sea un negro con una botella en la mano,0
2764,es un personaje realmente increíble  me siento súper bendecida por darle voz honestamente,0
2948,estuve todo el dia mal y me alegré mucho ahora,0
2423,no les cuento lo mal que me siento esta gripe me esta aniquilando,0
2172,sacando de lado lo de la rodilla estoy muy feliz de como jugué y la seguridad que tuve en la cancha este fin de semana,0
2475,cuando empezaste y acabaste de grabar el album siento que he vivido muchas cosas pero que aun me quedan muchas mas,0
104,yo también te quiero mucho,0
2832,debemos agradecer acaso saque cuentas alegre cuando no haya saqueos,0
2023,hermanas puedo tener uno de esos seria feliz la envidia de yodas las nenas,0
1614,no me imagino la depresión que me va a dar si no llegamos a ganar el mundial,0
2235,ver a mis amigos en feria y que te abracen con tanta alegría pues eso mi regalo de santo los quiero,0
865,odio nuestra vida de asalariados,0
675,vas a morir por hipotermia,0
435,dios por fin en la cama me voy a morir,0
2208,la única alegría que le dio a los jugadores de y a su afición fue llevarles a fracaso total,0
2561,por fin pude cumplir mi sueño me siento el flautista de hamelín dentro de poco hare un ejercito con mis ratas,0
1993,pero si yo estoy tan feliz que cágate en tu madre,0
1586,la ansiedad y la depresión no solo afectan a los adultos cada día tiene más impacto en niños y jóvenes en pandemia la salud mental es una prioridad,0
1339,estoy cansado de escuchar lo que los hombres debemos hacer o dejar de hacer para que no nos maten que tal si empezamos a recomendar a las mujeres que no deben matarnos violarnos pegarnos que tal si trabajamos en reducir la feminidad tóxica,0
1235,y cuando lo contrataron hablaban maravillas de el ahora se han cansado y quieren otro caprichosas,0
1272,cansado de darle vueltas a netflix un servicio le ayudaría a elegir una buena película,0
1976,gracias tocayo y amigo con que este año mis pumas sean campeones soy feliz,0
786,marge creo que odio al señor,0
2537,esta semana he estado bien triste porque siento que todos me odian otra vez pero literalmente es mi culpa porque siento que la gente me odia y me alejo y después me siento mal de que no me hablen cuando yo fui el que lo provocó,0
1442,que es eso de handar en depresión mejor vamos a corrernos de twitter buenas noches,0
1045,estoy cansado de decir que deje de pensar en ti,0
368,a veces la familia te hace sentir más triste que cualquier otra persona,0
189,viajó gracias a la unión sovietica por propios medios cubanos sería imposible hazme el favor otro capítulo político en nuestra triste historia ridículo,0
1119,cansado ya de ser pobre,0
2495,en el día siento alivio y en la noche me siento paz,0
2757,cada día me siento más débil quiero aprovechar el tiempo que dios decida aunque me toque estar sola,0
2320,que dicha que mi novia tiene mucho dinero y me puede mantener al perro cuando yo salgo a trabajar,0
2494,perdon es que me gusta mucho pero estoy cansada de la estética de siento que siempre es la misma mis niñas merecen más,0
834,los odio a todos,0
2338,ojalá esta dicha me dure,0
2842,tan lindo que es viajar pásala alegre,0
2224,que alegría que apareció maría gracias a dios,0
224,y eso qué tiene que ver con que la otra foto sea un montaje un poquito de comprensión lectora antes de contestar a mi me la trae al pairo lo que hagan pero twittear fotos falsas para tener me gusta es muy triste,0
2873,por supuesto poco te falta para hacerlo le gustaba darla ilusiones en ocasiones era la forma del doctor de mantenerla alegre como siempre sinceramente espera que algún día de estos su hija se lleve bien con maria,0
2564,eso mismo me pregunto yo a veces siento que los creadores se olvidan,0
50,le dije al que me gusta que estaba triste me llamo y estuvimos hablando horas obvio yo ya me enamoré,0
2824,caro no me siento yo en cualquier momento regreso a la,0
2611,sé que soy una persona quisquillosa porque compré una botellita atomizadora para mojarme el pelo y no me gusta porque siento que pulveriza demasiado el agua,0
1792,no está raro últimamente rafa o es que esta cansado falla mucho,0
2822,me vas a hacer llorar que lindo gracias a veces siento que soy muy afortunado de estar a tu lado,0
1643,cuando se retire messi voy a entrar en depresión no tengo ningún tipo de dudas,0
2884,en mi momento me alegré porque tengo nuevos amigos,0
54,anoche estaba triste porque no estaba conmigo alguien que todavía me gusta y al que no fui capaz de decirle que quería verlo patético que soy,0
698,el rey emérito no debería morir fuera de españa,0
100,nunca he estado triste,0
1653,la depresión colombia 🇨🇴n jugadores sin alma,0
367,el último video que subí es el único que he hecho triste,0
2949,impresionante como estoy adelantando todo me sorprendo de mi misma lo hago bien,0
2022,yo el ser más feliz de que pude cargar mas peso en el gimnasio sin desmayarme en el intento,0
915,te odio septiembre,0
2444,me estoy burlando por supuesto siento lástima o pena para nada,0
1723,pasa cuando tenés depresión,0
2725,y tu me hiciste enloquecer y contigo me siento bien,0
420,parce sentí que iba a morir en ese momento,0
2492,ahora a quien le cuento como me siento,0
2096,feliz casi dia de la hispanidad,0
2436,quedan minutos del ultimo dia  me siento como en año nuevo esperando cronica para tirar los,0
2365,ahora me siento culpable,0
2827,muy buen día que sea alegre y fructífera tu jornada,0
2915,me alegre por una que hizo su primer guardia como medica,0
761,incitan al odio y luego se quejan de por que los demás son como son,0
727,se rumoreaba en el colegio que un niño con malas notas quiso suicidarse y los padres le compraron la xbox así que cuando mostré a mi padre las mías le dije dame veneno que quiero mori lo siguiente que recuerdo es una mano volando y unas ganas tremendas de ponerme a estudiar,0
240,no que triste hombre,0
2907,cuando se juega así de alegre está difícil perder,0
1655,le está dando frío depresión vergüenza y sentir bonitos al mismo tiempo va a huir bajo las mantas,0
